# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
2.610489226870598214e-02 6.533530183736844816e-04
5.220978453741196429e-02 2.699216569432753496e-03
7.831467680611794990e-02 6.081576031065811377e-03
1.044195690748239286e-01 1.074441678116145812e-02
1.305244613435299073e-01 1.663172419760830523e-02
1.566293536122358998e-01 2.368748365829495203e-02
1.827342458809418646e-01 3.185568054110999442e-02
2.088391381496478572e-01 4.108030022394204561e-02
2.349440304183538497e-01 5.130532808467971190e-02
2.610489226870598145e-01 6.247474950121158221e-02
2.871538149557658071e-01 7.453254985142628020e-02
3.132587072244717996e-01 8.742271451321240172e-02
3.393635994931777922e-01 1.010892288644585357e-01
3.654684917618837292e-01 1.154760782830532850e-01
3.915733840305897218e-01 1.305272481468852663e-01
4.176782762992957143e-01 1.461867238338431241e-01
4.437831685680017069e-01 1.623984907218153639e-01
4.698880608367076994e-01 1.791065341886907136e-01
4.959929531054136365e-01 1.962548396123576233e-01
5.220978453741196290e-01 2.137873923707047652e-01
5.481768973382927790e-01 2.318271536979713554e-01
5.742559493024659290e-01 2.505059473764218447e-01
6.003350012666390789e-01 2.697284729722215779e-01
6.264140532308121179e-01 2.893994300515357887e-01
6.524931051949852678e-01 3.094235181805299328e-01
6.785721571591584178e-01 3.297054369253691330e-01
7.046512091233315678e-01 3.501498858522188451e-01
7.307302610875046067e-01 3.706615645272443027e-01
7.568093130516777567e-01 3.911451725166109616e-01
7.828883650158509067e-01 4.115054093864840001e-01
8.089674169800240566e-01 4.316469747030288739e-01
8.350464689441972066e-01 4.514745680324107058e-01
8.611255209083703566e-01 4.708928889407948959e-01
8.872045728725435065e-01 4.898066369943470111e-01
9.132836248367165455e-01 5.081205117592321185e-01
9.393626768008896954e-01 5.257392128016156185e-01
9.654417287650628454e-01 5.425674396876625227e-01
9.915207807292358844e-01 5.585098919835385090e-01
1.017599832693409034e+00 5.734712692554086999e-01
1.043678884657582184e+00 5.873562710694386624e-01
1.070060754622026433e+00 6.004463230716698963e-01
1.096442624586470460e+00 6.127836498904957185e-01
1.122824494550914709e+00 6.243779742469497407e-01
1.149206364515358736e+00 6.352390188620642419e-01
1.175588234479802985e+00 6.453765064568734999e-01
1.201970104444247234e+00 6.548001597524093498e-01
1.228351974408691261e+00 6.635197014697054030e-01
1.254733844373135510e+00 6.715448543297948270e-01
1.281115714337579536e+00 6.788853410537107891e-01
1.307497584302023785e+00 6.855508843624857906e-01
1.333879454266468034e+00 6.915512069771532211e-01
1.360261324230912061e+00 6.968960316187462478e-01
1.386643194195356310e+00 7.015950810082980382e-01
1.413025064159800337e+00 7.056580778668415377e-01
1.439406934124244586e+00 7.090947449154094695e-01
1.465788804088688835e+00 7.119148048750356672e-01
1.492170674053132862e+00 7.141279804667524100e-01
1.518552544017577111e+00 7.157439944115933095e-01
1.544934413982021137e+00 7.167725694305913109e-01
1.571316283946465386e+00 7.172234282447784715e-01
1.597788787561778001e+00 7.169678245615771495e-01
1.624261291177090616e+00 7.158873253473041487e-01
1.650733794792403231e+00 7.140088262503434535e-01
1.677206298407715845e+00 7.113592229190768279e-01
1.703678802023028460e+00 7.079654110018891444e-01
1.730151305638341075e+00 7.038542861471617229e-01
1.756623809253653690e+00 6.990527440032798800e-01
1.783096312868966304e+00 6.935876802186262680e-01
1.809568816484278919e+00 6.874859904415839829e-01
1.836041320099591534e+00 6.807745703205361210e-01
1.862513823714904149e+00 6.734803155038657785e-01
1.888986327330216763e+00 6.656301216399573839e-01
1.915458830945529378e+00 6.572508843771931453e-01
1.941931334560841993e+00 6.483694993639566029e-01
1.968403838176154608e+00 6.390128622486304089e-01
1.994876341791467222e+00 6.292078686795994358e-01
2.021348845406779837e+00 6.189814143052458917e-01
2.047821349022092452e+00 6.083603947739533169e-01
2.074293852637405067e+00 5.973717057341043635e-01
2.100766356252717681e+00 5.860422428340825718e-01
2.127195513649394076e+00 5.739491528369313755e-01
2.153624671046070471e+00 5.606703189290342948e-01
2.180053828442746866e+00 5.462901871010661381e-01
2.206482985839423261e+00 5.308932033437070430e-01
2.232912143236099656e+00 5.145638136476353708e-01
2.259341300632776051e+00 4.973864640035259299e-01
2.285770458029452445e+00 4.794456004020695161e-01
2.312199615426128840e+00 4.608256688339338325e-01
2.338628772822805235e+00 4.416111152898025694e-01
2.365057930219482074e+00 4.218863857603505352e-01
2.391487087616158469e+00 4.017359262362631966e-01
2.417916245012834864e+00 3.812441827082189150e-01
2.444345402409511259e+00 3.604956011668907223e-01
2.470774559806187654e+00 3.395746276029605326e-01
2.497203717202864048e+00 3.185657080071120362e-01
2.523632874599540443e+00 2.975532883700147124e-01
2.550062031996216838e+00 2.766218146823575808e-01
2.576491189392893233e+00 2.558557329348154497e-01
2.602920346789569628e+00 2.353394891180613513e-01
2.629349504186246023e+00 2.151575292227798641e-01
2.655496742987910164e+00 1.957528369580638916e-01
2.681643981789573861e+00 1.771029702663615701e-01
2.707791220591238002e+00 1.592338271081656931e-01
2.733938459392901699e+00 1.421713054439703861e-01
2.760085698194565840e+00 1.259413032342711070e-01
2.786232936996229537e+00 1.105697184395624255e-01
2.812380175797893678e+00 9.608244902033602486e-02
2.838527414599557375e+00 8.250539293708980537e-02
2.864674653401221516e+00 6.986444815031678246e-02
2.890821892202885657e+00 5.818551262050908335e-02
2.916969131004549354e+00 4.749448430816438638e-02
2.943116369806213051e+00 3.781726117377570695e-02
2.969263608607877192e+00 2.917974117783650456e-02
2.995410847409541333e+00 2.160782228084268120e-02
3.021558086211205030e+00 1.512740244328725225e-02
3.047705325012869171e+00 9.764379625664787454e-03
3.073852563814532868e+00 5.544651788470522646e-03
3.099999802616197009e+00 2.494116892198361413e-03
3.126147041417860706e+00 6.386728973415412014e-04
3.152294280219524847e+00 4.217764399072621018e-06
